"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"3509","Titanfall 2","XOne","2016","Shooter","Electronic Arts",0.37,0.15,0,0.05,0.57,87,31,79,261,"Respawn Entertainment","M"
"3510","BlazBlue: Calamity Trigger","PS3","2009","Fighting","PQube",0.36,0.1,0.06,0.06,0.57,87,50,83,112,"Arc System Works","T"
"3516","NHL 10","PS3","2009","Sports","Electronic Arts",0.38,0.12,0,0.07,0.57,88,35,78,40,"EA Canada","E10+"
"3517","Zumba Fitness","PS3","2010","Sports","505 Games",0.28,0.21,0,0.08,0.57,NA,NA,37,4,"Pipeworks Software, Inc.","E"
"3518","Rock Band 3","PS3","2010","Misc","MTV Games",0.43,0.08,0,0.05,0.57,91,34,79,95,"Harmonix Music Systems","T"
"3521","Rapala: We Fish","Wii","2009","Sports","Activision",0.52,0.01,0,0.04,0.57,NA,NA,97,NA,"Activision","E"
"3523","WWE 2K15","XOne","2014","Sports","Take-Two Interactive",0.29,0.23,0,0.05,0.57,56,25,56,63,"Yuke's","T"
"3528","Defiance","X360","2013","Shooter","Trion Worlds",0.38,0.14,0,0.05,0.57,60,27,71,249,"Trion Worlds","M"
"3529","Disgaea 4: A Promise Unforgotten","PS3","2011","Role-Playing","Nippon Ichi Software",0.27,0.11,0.14,0.05,0.57,80,39,77,126,"Nippon Ichi Software","T"
"3532","Doom 3 BFG Edition","PS3","2012","Shooter","Bethesda Softworks",0.26,0.21,0,0.1,0.57,67,16,63,107,"id Software","M"
"3535","Pro Evolution Soccer 2012","PSP","2011","Action","Konami Digital Entertainment",0.1,0.11,0.29,0.06,0.57,74,4,62,8,"Konami","E"
"3536","The Conduit","Wii","2009","Shooter","Sega",0.28,0.23,0,0.06,0.57,69,79,81,258,"High Voltage Software","T"
"3537","Trivial Pursuit","Wii","2009","Misc","Electronic Arts",0.2,0.3,0,0.07,0.57,67,11,97,NA,"EA Bright Light","E"
"3538","Just Dance 2016","WiiU","2015","Misc","Ubisoft",0.27,0.25,0,0.05,0.57,73,7,68,11,"Ubisoft","E10+"
"3539","Disney Universe","X360","2011","Action","Disney Interactive Studios",0.37,0.14,0,0.05,0.57,66,31,52,13,"Eurocom Entertainment Software","E10+"
"3547","Rune Factory 4","3DS","2012","Role-Playing","Xseed Games",0.32,0,0.21,0.03,0.57,78,33,80,122,"Neverland","E10+"
"3548","3D Dot Game Heroes","PS3","2009","Role-Playing","SouthPeak Games",0.36,0.11,0.03,0.07,0.57,77,66,79,96,"Silicon Studio","E10+"
"3549","Up","Wii","2009","Action","THQ",0.22,0.28,0,0.06,0.56,62,6,79,4,"Asobo Studio","E10+"
"3551","Tales of Zestiria","PS3","2015","Role-Playing","Namco Bandai Games",0.05,0.07,0.42,0.02,0.56,NA,NA,79,47,"Namco Bandai Games, Bandai Namco Games","T"
"3557","Xenoblade Chronicles","3DS","2015","Role-Playing","Nintendo",0.27,0.14,0.12,0.04,0.56,NA,NA,1,NA,"",""
"3558","Titanfall","PC","2014","Shooter","Electronic Arts",0.22,0.3,0,0.04,0.56,86,29,61,1727,"Respawn Entertainment","M"
"3567","Warhammer 40,000: Space Marine","X360","2011","Shooter","THQ",0.25,0.26,0,0.06,0.56,76,57,77,232,"Relic","M"
"3572","LEGO Rock Band","X360","2009","Misc","Warner Bros. Interactive Entertainment",0.4,0.11,0,0.05,0.56,71,50,71,31,"TT Fusion","E10+"
"3577","Tom Clancy's HAWX","PS3","2009","Action","Ubisoft",0.21,0.22,0.05,0.09,0.56,74,35,80,39,"Ubisoft Romania","T"
"3580","Minecraft: Story Mode","XOne","2015","Adventure","Mojang",0.3,0.21,0,0.05,0.56,NA,NA,1,NA,"",""
"3581","Jillian Michaels Fitness Ultimatum 2010","Wii","2009","Sports","Majesco Entertainment",0.51,0.01,0,0.04,0.56,NA,NA,97,NA,"Collision Studios","E"
"3594","Yokai Sangokushi","3DS","2016","Action","Level 5",0,0,0.56,0,0.56,NA,NA,1,NA,"",""
"3598","Wolfenstein","X360","2009","Shooter","Activision",0.28,0.22,0,0.06,0.56,72,66,74,128,"id Software, Raven Software","M"
"3604","Tetris Party Deluxe","Wii","2010","Puzzle","Nintendo",0.33,0.16,0.02,0.05,0.56,72,19,57,4,"Tetris Online, Inc","E"
"3606","Gravity Rush","PSV","2012","Action","Sony Computer Entertainment",0.21,0.17,0.09,0.08,0.56,83,73,84,625,"SCE Japan Studio","T"
"3607","Quantum Break","XOne","2016","Action","Microsoft Game Studios",0.3,0.2,0.01,0.05,0.56,77,106,67,1659,"Remedy Entertainment","M"
"3610","Middle-Earth: Shadow of Mordor","PS3","2014","Action","Warner Bros. Interactive Entertainment",0.2,0.26,0.01,0.09,0.56,NA,NA,33,100,"Behaviour Interactive","M"
"3612","FIFA 15","Wii","2014","Sports","Electronic Arts",0.15,0.37,0,0.04,0.56,NA,NA,42,12,"EA Sports","E"
"3613","Final Fantasy IV: The Complete Collection","PSP","2011","Role-Playing","Square Enix",0.13,0.09,0.27,0.06,0.56,77,41,74,80,"Bullets","E10+"
"3618","Harvest Moon: The Tale of Two Towns","DS","2010","Simulation","Natsume",0.25,0.05,0.22,0.03,0.55,68,6,74,13,"Marvelous Entertainment","E"
"3621","God of War: Origins Collection","PS3","2011","Action","Sony Computer Entertainment",0.39,0.08,0.02,0.06,0.55,84,58,83,208,"Ready at Dawn","M"
"3626","Enslaved: Odyssey to the West","PS3","2010","Action","Namco Bandai Games",0.24,0.22,0.01,0.09,0.55,80,53,73,312,"Ninja Theory","T"
"3631","Guitar Hero Live","XOne","2015","Misc","Activision",0.3,0.2,0,0.05,0.55,81,21,50,69,"FreeStyleGames","T"
"3642","Hot Shots Golf: World Invitational","PSV","2011","Sports","Sony Computer Entertainment",0.15,0.11,0.25,0.05,0.55,76,55,80,77,"Clap Hanz","E"
"3646","Resident Evil: Revelations 2","PS4","2015","Action","Capcom",0.13,0.24,0.1,0.07,0.55,75,30,76,284,"Capcom","M"
"3648","LEGO Dimensions","PS3","2015","Action","Warner Bros. Interactive Entertainment",0.17,0.3,0,0.09,0.55,NA,NA,63,18,"",""
"3650","Rayman Origins","Wii","2011","Platform","Ubisoft",0.21,0.27,0,0.06,0.55,92,13,82,127,"UBlart Montpellier","E10+"
"3651","The Amazing Spider-Man 2 (2014)","PS4","2014","Action","Activision",0.2,0.25,0.02,0.09,0.55,NA,NA,1,NA,"",""
"3653","Assassin's Creed: Unity","PC","2014","Action","Ubisoft",0.18,0.33,0,0.04,0.55,70,10,29,1463,"Ubisoft, Ubisoft Montreal","M"
"3654","MX vs. ATV: Alive","X360","2011","Racing","THQ",0.37,0.13,0,0.04,0.55,63,43,71,24,"THQ Digital Studio Phoenix","E"
"3658","Assassin's Creed II","PC","2010","Action","Ubisoft",0.01,0.45,0,0.09,0.55,86,22,68,1611,"Ubisoft Montreal","M"
"3665","Lips: Number One Hits","X360","2009","Misc","Microsoft Game Studios",0.15,0.34,0,0.06,0.55,70,22,75,7,"iNiS","T"
"3667","Star Wars Battlefront (2015)","PC","2015","Shooter","Electronic Arts",0.13,0.38,0,0.04,0.55,NA,NA,1,NA,"",""
"3669","Grease","Wii","2010","Misc","505 Games",0.26,0.24,0,0.05,0.55,NA,NA,1,NA,"",""
"3679","ZhuZhu Pets 2: Featuring The Wild Bunch","DS","2010","Simulation","Activision",0.4,0.1,0,0.04,0.54,NA,NA,97,NA,"Activision","E"
"3680","Sly Cooper: Thieves in Time","PS3","2013","Platform","Sony Computer Entertainment Europe",0.35,0.12,0,0.08,0.54,75,69,82,343,"Sanzaru Games","E10+"
"3683","Spec Ops: The Line","PS3","2012","Shooter","Take-Two Interactive",0.19,0.23,0.04,0.08,0.54,77,27,79,350,"Yager","M"
"3685","NHL 14","PS3","2013","Sports","Electronic Arts",0.28,0.17,0,0.09,0.54,80,22,59,79,"Electronic Arts","E10+"
"3686","F1 2013","PS3","2013","Racing","Codemasters",0.01,0.42,0.03,0.09,0.54,77,22,62,40,"Codemasters Birmingham","E"
"3689","Legends of WrestleMania","PS3","2009","Fighting","THQ",0.3,0.16,0,0.07,0.54,70,43,64,19,"Yuke's","T"
"3697","Rayman Origins","PSV","2012","Platform","Ubisoft",0.12,0.33,0,0.09,0.54,88,54,83,298,"UBlart Montpellier","E10+"
"3698","Ninokuni: Shikkoku no Madoushi","DS","2010","Role-Playing","Level 5",0,0,0.54,0,0.54,NA,NA,1,NA,"",""
"3700","Enslaved: Odyssey to the West","X360","2010","Action","Namco Bandai Games",0.3,0.19,0,0.05,0.54,82,72,77,295,"Ninja Theory","T"
"3703","Tiger Woods PGA Tour 13","PS3","2012","Sports","Electronic Arts",0.24,0.21,0,0.08,0.54,75,14,56,9,"Electronic Arts","E"
"3704","Dynasty Warriors: Gundam 3","PS3","2010","Action","Tecmo Koei",0.11,0.04,0.36,0.02,0.54,58,18,74,20,"Omega Force, Koei Tecmo Games","T"
"3709","Kidou Senshi Gundam: Extreme VS","PS3","2011","Fighting","Namco Bandai Games",0,0,0.54,0,0.54,NA,NA,1,NA,"",""
"3711","Tony Hawk: Shred","Wii","2010","Sports","Activision",0.39,0.11,0,0.04,0.54,NA,NA,69,7,"Robomodo","E"
"3712","Tiger Woods PGA Tour 11","Wii","2010","Sports","Electronic Arts",0.23,0.25,0,0.06,0.54,84,29,82,23,"EA Sports","E"
"3713","NBA Live 10","PS3","2009","Sports","Electronic Arts",0.46,0.02,0.01,0.05,0.54,81,32,74,25,"EA Canada","E"
"3714","Metro 2033","X360","2010","Shooter","THQ",0.22,0.23,0.03,0.05,0.54,77,83,78,351,"4A Games","M"
"3719","Final Fantasy Explorers","3DS","2014","Role-Playing","Square Enix",0.16,0.07,0.28,0.02,0.54,69,57,69,87,"Racjin","E10+"
"3726","Dragon Ball Z: Ultimate Tenkaichi","X360","2011","Fighting","Namco Bandai Games",0.39,0.1,0.01,0.04,0.54,55,24,57,52,"Spike","T"
"3727","Sacred 2: Fallen Angel","X360","2009","Role-Playing","Deep Silver",0.29,0.16,0.04,0.05,0.54,71,56,72,64,"Ascaron Entertainment GmbH, Ascaron Entertainment","M"
"3728","Two Worlds II","X360","2011","Role-Playing","Unknown",0.4,0.07,0.03,0.03,0.54,67,50,65,140,"Reality Pump","M"
"3731","Phineas and Ferb: Across the 2nd Dimension","DS","2011","Action","Disney Interactive Studios",0.31,0.18,0,0.05,0.54,47,5,97,NA,"Altron","E"
"3732","50 Classic Games","DS","2009","Misc","Destineer",0.5,0,0,0.04,0.54,NA,NA,97,NA,"Cerasus Media","E"
"3734","NHL 14","X360","2013","Sports","Electronic Arts",0.4,0.09,0,0.05,0.54,81,30,58,92,"Electronic Arts","E10+"
"3736","Petz Nursery","DS","2009","Simulation","Ubisoft",0.5,0,0,0.04,0.54,NA,NA,97,NA,"Digital Kids","E"
"3739","Harry Potter and the Deathly Hallows - Part 1","Wii","2010","Action","Electronic Arts",0.22,0.27,0,0.05,0.54,41,8,49,11,"Electronic Arts","T"
"3742","Time Crisis: Razing Storm","PS3","2010","Shooter","Namco Bandai Games",0.18,0.2,0.07,0.08,0.54,58,49,58,15,"Nex Entertainment","T"
"3746","Inazuma Eleven GO","3DS","2011","Role-Playing","Nintendo",0,0.05,0.48,0,0.53,NA,NA,1,NA,"",""
"3749","LEGO Dimensions","WiiU","2015","Action","Warner Bros. Interactive Entertainment",0.3,0.18,0,0.05,0.53,62,5,64,29,"Traveller's Tales","E10+"
"3750","Valkyria Chronicles II","PSP","2010","Role-Playing","Sega",0.12,0.15,0.18,0.09,0.53,83,54,80,67,"Sega","T"
"3752","Monster High: Ghoul Spirit","Wii","2011","Misc","THQ",0.42,0.07,0,0.04,0.53,NA,NA,97,NA,"THQ","E"
"3753","Tatsunoko vs. Capcom: Ultimate All-Stars","Wii","2010","Fighting","Capcom",0.3,0.15,0.03,0.05,0.53,85,62,87,85,"Eighting","T"
"3759","Tactics Ogre: Let Us Cling Together","PSP","2010","Role-Playing","Square Enix",0.15,0.07,0.27,0.05,0.53,87,49,87,102,"Square Enix","T"
"3761","Dragon's Crown","PS3","2013","Role-Playing","Nippon Ichi Software",0.25,0.07,0.17,0.05,0.53,82,62,82,288,"Vanillaware","T"
"3768","Just Dance 2015","XOne","2014","Misc","Ubisoft",0.35,0.13,0,0.05,0.53,70,17,74,20,"Ubisoft","E10+"
"3770","The LEGO Movie Videogame","XOne","2014","Action","Warner Bros. Interactive Entertainment",0.35,0.13,0,0.05,0.53,69,18,68,49,"TT Games","E10+"
"3772","Overwatch","PC","2016","Shooter","Activision",0.25,0.24,0,0.04,0.53,91,62,67,4052,"Blizzard Entertainment","T"
"3774","Monster Jam: Path of Destruction","Wii","2010","Racing","Activision",0.48,0.02,0,0.03,0.53,NA,NA,97,NA,"Virtuos","E"
"3789","Mario & Sonic at the Rio 2016 Olympic Games","3DS","2016","Action","Nintendo",0.05,0.21,0.25,0.02,0.53,NA,NA,1,NA,"",""
"3790","G-Force","DS","2009","Action","Disney Interactive Studios",0.26,0.21,0,0.05,0.53,NA,NA,89,5,"Keen Games","E10+"
"3792","StarCraft II: Legacy of the Void","PC","2015","Strategy","Activision",0.19,0.29,0,0.04,0.53,88,62,82,833,"Blizzard Entertainment","T"
"3793","Jewel Master Egypt","DS","2009","Puzzle","Rondomedia",0.21,0.27,0,0.05,0.53,56,9,97,NA,"Storm City Games","E"
"3794","ModNation Racers","PSP","2010","Racing","Sony Computer Entertainment",0.11,0.26,0.02,0.14,0.53,73,22,76,22,"SCEA San Diego Studios","E"
"3795","LEGO Dimensions","X360","2015","Action","Warner Bros. Interactive Entertainment",0.26,0.23,0,0.04,0.53,NA,NA,60,18,"",""
"3796","WWE SmackDown vs. Raw 2010","DS","2009","Fighting","THQ",0.35,0.13,0,0.05,0.53,75,7,82,4,"Yuke's","T"
"3801","Terminator Salvation","PS3","2009","Shooter","Warner Bros. Interactive Entertainment",0.13,0.28,0.01,0.1,0.53,43,41,38,70,"GRIN","T"
"3802","How to Train Your Dragon","DS","2010","Action","Activision",0.31,0.17,0,0.05,0.53,60,8,97,NA,"Griptonite Games","E10+"
"3804","Batman: Arkham City","PC","2011","Action","Warner Bros. Interactive Entertainment",0.16,0.28,0,0.09,0.53,91,27,85,1847,"Rocksteady Studios","T"
"3809","Dragon Age: Inquisition","X360","2014","Role-Playing","Electronic Arts",0.36,0.12,0,0.05,0.53,NA,NA,50,235,"BioWare","M"
"3813","Bulletstorm","PS3","2011","Shooter","Electronic Arts",0.23,0.2,0.01,0.08,0.53,83,57,76,288,"Epic Games, People Can Fly","M"
"3818","Tales of Symphonia","PS3","2013","Role-Playing","Namco Bandai Games",0.21,0.12,0.13,0.07,0.52,NA,NA,71,6,"Namco Bandai Games","T"
"3819","Michael Jackson: The Experience","PS3","2011","Misc","Ubisoft",0.25,0.19,0,0.08,0.52,66,11,83,16,"Ubisoft Montreal","E10+"
"3822","Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team","DS","2010","Simulation","Electronic Arts",0.49,0,0,0.03,0.52,NA,NA,1,NA,"",""
"3823","F.E.A.R. 2: Project Origin","X360","2009","Shooter","Warner Bros. Interactive Entertainment",0.32,0.15,0,0.05,0.52,77,68,79,114,"Monolith Productions","M"
"3826","Tiger Woods PGA Tour 11","X360","2010","Sports","Electronic Arts",0.28,0.19,0,0.05,0.52,79,51,77,19,"EA Sports","E"
"3829","F1 2009","PSP","2009","Racing","Codemasters",0.08,0.29,0,0.16,0.52,68,23,71,14,"Sumo Digital","E"
"3836","Sesame Street: Once Upon A Monster","X360","2011","Misc","Warner Bros. Interactive Entertainment",0.39,0.09,0,0.04,0.52,79,26,68,22,"Double Fine Productions","E"
"3841","LEGO Jurassic World","WiiU","2015","Action","Warner Bros. Interactive Entertainment",0.27,0.19,0.02,0.04,0.52,71,5,80,14,"TT Games","E10+"
"3844","FIFA 12","PSP","2011","Sports","Electronic Arts",0.12,0.25,0.02,0.13,0.52,NA,NA,1,NA,"",""
"3846","Rory McIlroy PGA Tour","PS4","2015","Action","Electronic Arts",0.18,0.25,0,0.08,0.52,61,33,36,78,"EA Tiburon","E"
"3847","SingStar Dance","PS3","2010","Misc","Sony Computer Entertainment",0.09,0.31,0,0.11,0.52,65,21,38,8,"SCEE London Studio","T"
"3849","Lords of the Fallen","PS4","2014","Role-Playing","Square Enix",0.18,0.24,0.02,0.08,0.52,68,45,65,425,"City Interactive, Deck 13","M"
"3859","Kirby and the Rainbow Curse","WiiU","2015","Platform","Nintendo",0.22,0.13,0.12,0.04,0.52,73,72,79,227,"HAL Labs","E"
"3863"," Frozen: Olaf's Quest","DS","2013","Platform","Disney Interactive Studios",0.21,0.26,0,0.04,0.52,NA,NA,1,NA,"",""
"3872","Cars 2","PS3","2011","Racing","Disney Interactive Studios",0.22,0.21,0,0.09,0.52,NA,NA,1,NA,"",""
"3874","SimAnimals","DS","2009","Simulation","Electronic Arts",0.26,0.2,0,0.05,0.52,70,10,74,4,"Electronic Arts","E"
"3877","LEGO Marvel Super Heroes","PSV","2013","Action","Warner Bros. Interactive Entertainment",0.11,0.29,0,0.11,0.51,NA,NA,1,NA,"",""
"3879","The 3rd Birthday","PSP","2010","Role-Playing","Square Enix",0.13,0.07,0.27,0.05,0.51,71,56,60,113,"HexaDrive","M"
"3880","Sonic & All-Stars Racing Transformed","WiiU","2012","Racing","Sega",0.19,0.26,0.02,0.04,0.51,NA,NA,1,NA,"",""
"3882","Classic Word Games","DS","2009","Misc","Ubisoft",0.09,0.36,0,0.06,0.51,NA,NA,97,NA,"Ubisoft","E"
"3883","Epic Mickey 2: The Power of Two","X360","2012","Action","Disney Interactive Studios",0.32,0.15,0,0.04,0.51,59,35,54,22,"Blitz Games Studios","E"
"3893","Soul Sacrifice","PSV","2013","Role-Playing","Sony Computer Entertainment",0.15,0.08,0.22,0.06,0.51,77,71,81,298,"SCE Japan Studio, comcept","M"
"3895","DC Universe Online","PS3","2011","Role-Playing","Sony Online Entertainment",0.35,0.11,0,0.06,0.51,67,46,73,139,"WBIE","T"
"3898","IL-2 Sturmovik: Birds of Prey","X360","2009","Simulation","505 Games",0.23,0.23,0,0.05,0.51,80,43,83,18,"Gaijin Entertainment","T"
"3899","100 All-Time Favorites","DS","2009","Puzzle","Ubisoft",0.35,0.12,0,0.04,0.51,NA,NA,61,6,"Ubisoft","E"
"3900","The Walking Dead: Survival Instinct","PS3","2013","Shooter","Activision",0.28,0.15,0,0.08,0.51,34,14,35,196,"Terminal Reality","M"
"3901","Major League Baseball 2K10","X360","2010","Sports","Take-Two Interactive",0.47,0,0,0.04,0.51,76,26,75,38,"Visual Concepts","E"
"3902","Alice in Wonderland","Wii","2010","Adventure","Disney Interactive Studios",0.25,0.21,0,0.05,0.51,69,18,73,13,"Etranges Libellules","E10+"
"3910","Alien: Isolation","XOne","2014","Shooter","Sega",0.22,0.24,0,0.04,0.51,78,24,77,314,"Creative Assembly","M"
"3912","Pro Evolution Soccer 2010","Wii","2009","Sports","Konami Digital Entertainment",0.12,0.27,0.06,0.05,0.51,82,13,83,17,"Konami","E"
"3914","Naruto Shippuden: Clash of Ninja Revolution 3","Wii","2009","Fighting","Nintendo",0.44,0.03,0,0.04,0.51,74,23,80,21,"8ing/Raizing","T"
"3916","Dragon Age: Origins","PC","2009","Role-Playing","Electronic Arts",0,0.46,0,0.05,0.51,91,67,85,3542,"BioWare","M"
"3919","SoulCalibur: Broken Destiny","PSP","2009","Fighting","Namco Bandai Games",0.12,0.2,0.07,0.12,0.51,80,52,61,45,"Bandai Namco Games","T"
"3920","Dishonored","PC","2012","Action","Bethesda Softworks",0.26,0.19,0,0.06,0.51,NA,NA,1,NA,"",""
"3921","Dragon Ball: Raging Blast","X360","2009","Fighting","Namco Bandai Games",0.36,0.08,0.02,0.04,0.51,56,29,74,33,"Spike","T"
"3922","Naruto Shippuden: Ultimate Ninja Storm 3","X360","2013","Fighting","Namco Bandai Games",0.29,0.16,0.01,0.05,0.51,70,16,76,67,"CyberConnect2","T"
"3926","WWE 2K16","PS3","2015","Sports","Take-Two Interactive",0.22,0.21,0,0.08,0.51,NA,NA,59,21,"Yuke's","T"
"3935","Tiger Woods PGA Tour 13","X360","2012","Sports","Electronic Arts",0.29,0.18,0,0.04,0.51,77,47,55,39,"Electronic Arts","E"
"3937","The Saboteur","X360","2009","Action","Electronic Arts",0.26,0.2,0,0.05,0.51,73,69,81,141,"Pandemic Studios","M"
"3941","Monsters vs. Aliens","DS","2009","Action","Activision",0.33,0.13,0,0.05,0.5,47,8,97,NA,"Griptonite Games","E"
"3947","Monster Hunter Freedom 2","PS3","2011","Role-Playing","Capcom",0,0,0.5,0,0.5,NA,NA,1,NA,"",""
"3953","Cars Toon: Mater's Tall Tales","Wii","2010","Misc","Disney Interactive Studios",0.45,0.02,0,0.03,0.5,NA,NA,97,NA,"Disney Interactive Studios","E"
"3962","Pro Evolution Soccer 2012","X360","2011","Action","Konami Digital Entertainment",0.1,0.34,0,0.07,0.5,78,36,65,55,"Konami","E"
"3965","Harry Potter and the Half-Blood Prince","PSP","2009","Action","Electronic Arts",0.18,0.2,0,0.12,0.5,NA,NA,65,9,"EA Bright Light","E"
"3966","Unit 13","PSV","2012","Shooter","Sony Computer Entertainment",0.25,0.13,0.04,0.07,0.5,71,60,74,169,"Zipper Interactive","T"
"3967","R.U.S.E.","PS3","2010","Strategy","Ubisoft",0.18,0.22,0.02,0.08,0.5,76,37,72,50,"Eugen Systems","T"
"3968","Theatrhythm: Final Fantasy","3DS","2012","Misc","Square Enix",0.22,0.07,0.18,0.02,0.5,78,60,77,113,"Indies Zero","E10+"
"3969","Prince of Persia Trilogy","PS3","2010","Action","Ubisoft",0.17,0.24,0,0.09,0.5,NA,NA,1,NA,"",""
"3970","Goldeneye 007: Reloaded","X360","2011","Shooter","Activision",0.25,0.2,0,0.05,0.5,72,56,59,96,"Eurocom Entertainment Software","T"
"3972","Hidden Mysteries: Titanic - Secrets of the Fateful Voyage","DS","2009","Adventure","GSP",0.12,0.32,0,0.06,0.5,NA,NA,1,NA,"",""
"3975","Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)","PS3","2010","Shooter","Activision",0.24,0.18,0,0.08,0.5,NA,NA,1,NA,"",""
"3981","Major League Baseball 2K12","X360","2012","Sports","Take-Two Interactive",0.47,0,0,0.03,0.5,68,19,63,22,"Visual Concepts","E"
"3982","Rooms: The Main Building","DS","2010","Adventure","Nintendo",0.1,0.34,0.01,0.05,0.5,56,23,97,NA,"HandMade Game","E"
"3987","Madden NFL 13","Wii","2012","Sports","Electronic Arts",0.47,0,0,0.03,0.5,NA,NA,72,4,"EA Tiburon","E"
"3988","Madden NFL 11","PS2","2010","Sports","Electronic Arts",0.41,0.02,0,0.07,0.5,NA,NA,69,4,"EA Tiburon","E"
"4006","Alice: Madness Returns","X360","2011","Adventure","Electronic Arts",0.27,0.14,0.04,0.04,0.5,70,67,80,157,"Spicy Horse","M"
"4009","Ridge Racer 3D","3DS","2011","Racing","Namco Bandai Games",0.19,0.15,0.12,0.03,0.49,75,59,71,56,"Namco Bandai Games","E"
"4010","Picross 3D","DS","2009","Puzzle","Nintendo",0.28,0.03,0.16,0.02,0.49,83,35,83,33,"HAL Labs","E"
"4014","Super Monkey Ball 3D","3DS","2011","Action","Sega",0.26,0.15,0.05,0.04,0.49,55,57,54,31,"Sega","E"
"4017","Dragon Quest Heroes: The World's Tree Woe and the Blight Below","PS3","2015","Action","Square Enix",0,0,0.49,0,0.49,NA,NA,1,NA,"",""
"4018","F1 2012","X360","2012","Racing","Codemasters",0.1,0.34,0,0.05,0.49,84,42,68,56,"Codemasters","E"
"4019","NBA 2K11","Wii","2010","Action","Take-Two Interactive",0.46,0.01,0,0.03,0.49,NA,NA,97,NA,"Visual Concepts","E"
"4022","Babysitting Mama","Wii","2010","Simulation","505 Games",0.33,0.12,0,0.04,0.49,NA,NA,97,NA,"Cooking Mama Limited","E"
"4023","Bleach: Soul Resurreccion","PS3","2011","Fighting","Nippon Ichi Software",0.27,0.1,0.07,0.05,0.49,58,34,71,46,"Racjin","T"
"4026","Sonic Lost World","3DS","2013","Platform","Sega",0.24,0.14,0.07,0.03,0.49,59,34,64,144,"Dimps Corporation","E10+"
"4034","Plants vs. Zombies: Garden Warfare 2","PS4","2016","Shooter","Electronic Arts",0.2,0.21,0,0.08,0.49,81,29,76,111,"PopCap","E10+"
"4036","Ace Combat: Assault Horizon","X360","2011","Action","Namco Bandai Games",0.3,0.12,0.03,0.04,0.49,78,71,61,82,"Project Aces","T"
"4040","Resident Evil: The Mercenaries 3D","3DS","2011","Action","Capcom",0.16,0.16,0.13,0.03,0.49,65,69,63,110,"Capcom","M"
"4042","Dreamworks Madagascar Kartz","Wii","2009","Racing","Activision",0.29,0.15,0,0.05,0.49,NA,NA,97,NA,"Activision","E"
